ID_rec	ID_vow	label_wov	F1_1	F1_2	F1_3	F1_4	F1_5	F2_1	F2_2	F2_3	F2_4	F2_5
Be_06	17	y:	1117.5477033466675	1189.2959256786253	533.8039933281787	897.2593213499455	730.9878495598689	--undefined--	--undefined--	2608.12008609775	--undefined--	2496.7704450553742	
Be_06	18	a	692.1717686621255	737.5371385743498	812.9494586072649	769.204832160464	694.3555348092942	--undefined--	2105.6438528122085	2112.6419133792947	1930.7443523785198	1705.190855313424	
Be_06	19	a	738.8348323788181	822.9321568171251	786.5575566659311	756.6067085535948	410.60482466067447	2346.1333129271084	--undefined--	--undefined--	--undefined--	1822.3009042470137	
Be_06	20	u:	448.13202356746666	453.29960556658426	458.3974095819296	564.2919637699412	389.07224755839337	2327.297250888269	--undefined--	--undefined--	2822.0518092401626	2001.3869848090576	
Be_06	21	o:	584.776324088913	754.8697020161218	663.4714612494305	580.8968045201949	551.0819177325899	2551.7143802868945	--undefined--	2534.7587720809356	2490.516754563395	2472.5502742112308	
Be_06	22	e	324.72280072021215	310.5599661745809	326.36472331722797	310.3806844404842	340.46295883709047	2401.5014119096986	2094.4853221452445	2091.824766278365	2034.1987210037073	2508.811204989179	
Be_06	23	A:	724.3781034718772	753.8738065588394	783.7248298960724	793.364806747792	962.6468347620228	2137.3125155804946	2381.255026936191	2429.643080456364	2305.408620648684	--undefined--	
Be_06	24	e:	388.422875336672	370.59403700707566	350.43947753777013	350.06907007260145	441.8649776641035	2221.1737690806685	2204.495934038179	2151.3462489718936	2288.77632565413	2235.4576841742223	
Be_06	25	o:	777.6530262931655	671.3487994285063	664.9312015300502	660.7272829222824	691.4345923222587	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_06	26	i:	1852.3291134581477	444.08665381634466	400.78219780321086	359.057098434178	344.9536181159102	--undefined--	2244.3627877622785	1946.5357158113266	2057.873775347286	2187.6719473480416	
Be_06	27	O	671.5119862048683	684.5388643275837	731.2574871346156	637.1991814510733	301.0090889264018	--undefined--	--undefined--	--undefined--	--undefined--	2569.587357894144	
Be_06	28	A:	507.0355789834668	607.0076486945269	736.2781816251634	827.7718728833191	759.8744824713544	--undefined--	2156.1948032854425	--undefined--	--undefined--	--undefined--	
Be_06	29	A:	901.1432685182303	851.3375796218129	740.6296258298165	749.2868303391771	740.9110655499101	2633.515806232326	--undefined--	--undefined--	--undefined--	--undefined--	
Be_06	30	ael	1468.9650165012065	1089.2487423856833	1043.3455630822666	595.9844436399873	430.33199221406426	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_06	31	ale	576.3804522255971	593.250501352822	529.258999245957	508.0278940669506	473.59124667497827	--undefined--	2507.7738399582627	2277.4123797358525	2193.141053708752	2146.5413119433347	
Be_06	32	o:	905.9381345172399	852.6985726698853	1035.3052792118258	461.58272743822937	1302.107862502986	--undefined--	884.6430434352114	1145.7552258079727	1213.433467566792	--undefined--	
Be_06	33	e:	946.8710541817003	828.7257060724733	758.8083120168084	614.4042094252052	337.98220657006544	--undefined--	--undefined--	--undefined--	2692.6678702966447	2069.8880233059376	
Be_06	34	a	883.6595239940222	869.389528955058	1126.1960676883975	775.0132616858671	540.453355742194	2529.9273201832266	--undefined--	--undefined--	--undefined--	2528.7950846382614	
Be_06	35	i:	395.0802966971407	426.0526267949364	431.19449329725273	387.4121012674621	261.3753418992414	2115.1332469662902	2261.151916187497	2244.1291765458122	2129.7503512154412	2386.052794524819	
Be_06	36	A:	712.0974838556267	794.9698668800507	768.2641050537239	848.1282047298862	699.2436631926456	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_06	37	e:	729.2423673318256	637.8166709690909	175.08997653425783	2000.3728260481685	908.4742744125217	2077.63126977151	1772.0280222658491	1851.6210561018172	--undefined--	2097.6798178683	
Be_06	38	a	650.2979472478065	824.2016958476056	775.5826204591423	809.47085901638	876.3409743655095	2032.2021183764773	--undefined--	2371.741108891292	2427.6533313468676	--undefined--	
Be_06	39	a	689.8468688295963	702.1861231212757	579.6409743808281	365.57546913622355	348.2370560799131	2388.426113365944	2523.904421977407	1994.7437737203836	2137.982662661715	2422.361723677359	
Be_06	40	e:	517.5589175526127	670.2762694952578	803.7482253516167	654.9288732314368	1474.2433610435326	2435.7124161009674	--undefined--	2272.6617390553665	2060.425389417972	--undefined--	
Be_06	41	oe	426.07389849209517	523.0407620510246	539.3802403912258	471.48550841653304	417.3868015326978	2340.7417417441707	2491.314060605093	2001.2455380218867	1923.9272311060672	1769.0863255769216	
Be_06	42	i:	366.8705795428868	386.7228849029575	478.6817608984852	431.44614362085673	390.98960263707994	2791.933161758842	--undefined--	--undefined--	1961.2280617177228	1829.683111532223	
Be_06	43	A:	602.0317801161312	759.9374084584098	772.4793386198516	867.7899725574275	821.3640526576467	2153.5311551313957	2344.016978139637	2423.7563816818297	--undefined--	--undefined--	
Be_06	44	o:	651.9310341848687	627.600192829572	712.8173938962037	780.233657673749	660.8369871618444	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_06	45	E:	733.5955729127527	770.5569015999603	814.9776019775482	767.3760054275983	761.7719888069557	2024.4811745499928	2298.8281658719334	2164.3442918548876	2059.2593948009153	1965.624188761595	
Be_06	46	A:	493.0887853579414	702.7840339317908	739.6958432790666	672.2691539326034	918.6202654400818	--undefined--	2612.626573421955	--undefined--	--undefined--	--undefined--	
Be_06	47	o:	412.6660876882604	525.2626002808734	503.42522393714455	546.1075271054492	371.51807113289084	2317.8702419965252	2304.5393744530043	2389.1226500197417	2345.01048740716	2322.6748696691225	
Be_06	48	u:	449.532860503879	467.843001281416	494.4245062994559	700.8184294669137	678.6954648856571	2501.441617961795	--undefined--	--undefined--	--undefined--	--undefined--	
Be_06	49	o:	628.4174116963706	775.3921088642218	851.3164045877952	1139.5926327267482	466.96356564424656	2523.7828394661387	2821.4906975626736	2563.3964532240598	2515.851341315618	2580.292063910027	
Be_06	50	e	705.8914398072081	712.8513149704776	633.7355478406199	628.0471913946814	2202.1443559598206	2494.8520920972574	2573.9284484194804	2682.0462039275103	2635.055608193055	--undefined--	
Be_06	51	A:	349.11964857380275	1336.8316123502907	447.59997725199844	693.494870290407	624.3784873887234	2219.2583429343017	--undefined--	2322.291805950712	2355.0944462144325	2253.3730572954337	
Be_07	0	a	859.4090530086377	900.8880728171857	823.862072191177	798.3847518970053	846.5010914065165	--undefined--	--undefined--	2752.092631247721	2620.1093252738137	--undefined--	
Be_07	1	i:	398.25231528999853	405.00162766058423	416.0490435525001	405.4778963435236	383.0450111710968	2377.912262253646	2458.4550880388424	2354.0451915999547	2379.571082209312	2317.830193729438	
Be_07	2	A:	464.32522995467036	570.2785281640205	754.5179027385233	809.4146978708027	843.0270048777546	2137.3411919163923	2236.3219674589386	2346.33116023141	2432.6267658873917	2420.650597468963	
Be_07	3	u0	680.6452562383976	777.6659902110907	867.9888712095623	687.7584836182213	523.6733688734329	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_07	4	i:	467.2227541041279	397.5573902495226	2031.8523422202	1929.0571551097196	1846.0512261995877	2293.8189490467225	2327.4064153172712	--undefined--	--undefined--	--undefined--	
Be_07	5	i:	477.302262714581	544.2707202098417	673.6888394427098	787.5878199255974	965.6860279153552	2383.1051408938674	2567.4918753619277	2414.0471734157563	--undefined--	--undefined--	
Be_07	6	E:	474.53896050920605	620.3416349069115	721.9875977305896	742.0717630499102	792.3330300811705	2131.651719224465	2288.791371151262	2030.6570345881555	1817.9689779184755	--undefined--	
Be_07	7	Y	341.53456078218244	329.03556971247383	303.9542557091934	322.97896722509904	332.80349198940615	2342.1571677162374	2417.0658757926785	2142.7327791484495	2260.3731276386975	2320.213547401731	
Be_07	8	e:	507.21998067389154	606.0993387148891	470.53762184188815	599.219380921864	146.10389802437345	--undefined--	2520.081037100174	2525.9915973686516	2412.6215221358348	1886.1541726701585	
Be_07	9	i:	375.6379615701825	387.3009170309763	385.28139140524627	386.7525936943148	390.4208476541483	2125.59343539415	2052.4923587394064	2047.3819960781984	2213.331850506228	2228.935882833755	
Be_07	10	E:	801.5748867689636	829.3717664632003	797.1760016761571	827.7776496864692	811.4420474248587	2334.909044445311	2349.8291732268417	2331.482226785678	2622.432661178923	2228.4174614673975	
Be_07	11	E	428.9275951580512	313.46047064712747	333.72442746186294	440.26801186101767	711.0445128140613	2173.209297645985	2355.5335668958114	2183.8877539231316	2292.6208409165756	2485.140696309494	
Be_07	12	e:	392.15475495507565	389.89668397264455	393.7706171664829	396.6717309694687	388.9689180541339	2571.8294131218377	2384.605704070524	2451.7711477304365	2596.258142045978	2570.7857210366174	
Be_07	13	i:	616.3891022012068	756.3876698362176	858.2485922241457	993.1725813447341	1297.9491990271465	2086.7283779603486	2202.207030732442	1867.4165245485437	2037.5241771175183	--undefined--	
Be_07	14	oe	579.5136819757439	647.0776202063582	709.1565722678412	586.699925120816	532.5948184123147	1961.9452418059918	1866.2215281841454	1627.5817190164537	1410.9285221612506	1766.6065638351226	
Be_07	15	i:	353.2204336453507	--undefined--	615.9646210598214	461.3210995276836	681.986571631245	1696.2797756698317	--undefined--	2313.8666049401145	2097.367779532469	1920.6466975790308	
Be_07	16	e:	456.7579658460314	1143.6845547311384	980.6098445357354	972.8664138264638	989.7871240777805	--undefined--	--undefined--	2079.6964387527505	2278.5347111644355	2329.0852716938066	
Be_07	17	E:	848.7846382554935	828.0480352269829	779.6683465023026	815.9844130943695	755.344961410776	1931.7013244499526	2183.1851557958107	2239.945375762823	1925.4613949455043	1791.838755410705	
Be_07	18	u0	400.423216405421	489.08998701744883	535.2894585135691	576.0793935026446	592.7192447133726	2002.2413164572172	2419.0913677715607	--undefined--	--undefined--	--undefined--	
Be_07	19	A:	676.9281840520828	718.2708729906429	760.6961736868391	759.8243934084305	789.9337974632508	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_07	20	u:	374.27728817617134	431.8925709456314	571.3119184887058	492.20758699757926	467.41038452553727	--undefined--	--undefined--	--undefined--	2477.5006059671464	2327.6182648319473	
Be_07	21	e:	364.2307498748656	358.4272476800135	380.2731072213575	310.7694574228353	1070.8671466003098	1809.5324988596292	1757.7294713375381	1723.50902203515	1799.2153049524386	--undefined--	
Be_08	0	e:	356.4604963903358	374.3699844739693	387.78759180948555	435.3304394690943	1522.4868667909238	2027.5723339493084	2009.4506230694979	1963.095967996058	2083.0551212189184	--undefined--	
Be_08	1	e:	1912.8457754398803	396.4853260006124	376.03843438016287	347.13614462479757	355.2717706175084	--undefined--	1974.4359473148456	1956.42961948402	1818.6445368078885	2317.4834440836926	
Be_08	2	e:	600.292768666266	673.4207116019413	749.6745924299713	670.2192974524525	503.02843361028437	1896.947514178632	1908.1013649278236	2105.366490680372	2188.307514604825	1898.355469408634	
Be_08	3	i:	552.3261547925727	393.6914357727118	291.4612853657286	303.65665995805585	282.1744903809824	2536.6509613676685	2586.3714688321174	2514.863028317013	2487.8291296176217	2353.647378511249	
Be_08	4	e:	334.5089496772225	348.518529243356	345.2912727051861	311.1656032818481	294.07671723490506	2299.467858610047	2389.3471575080484	2263.872174355461	2218.7759205468133	2340.6866802197746	
Be_08	5	a	697.4987900420128	750.7315075439088	856.6761620404557	794.5832238572608	928.0523855734402	2406.116232924763	--undefined--	--undefined--	--undefined--	--undefined--	
Be_08	6	ale	2260.5035376074416	916.9909835258399	806.6302177428916	440.09557676313966	2352.408226853784	--undefined--	2399.06730043023	2422.9163041538222	2432.96998532919	--undefined--	
Be_08	7	@	2375.503333697439	2307.90414460433	357.82335124758936	444.6120799528839	444.9947766210386	--undefined--	--undefined--	2326.5398892764356	2347.6854721126642	2241.329590368996	
Be_08	8	i:	145.5653670454357	2418.284952042446	1964.3137855282573	171.14611892982458	254.42206140814508	2437.5225813978705	--undefined--	--undefined--	2438.5698101766397	2461.3829739239773	
Be_09	0	a	737.0857862985836	822.1781558642717	819.8149484662736	832.7991919648894	764.0947925104242	2509.104224520312	2599.974173498638	2408.2148817136053	2346.225002624552	2346.645777350656	
Be_09	1	i:	436.599996612441	429.47209277690337	1337.9265700962808	1563.825077291174	301.1716222103976	2529.3106849488972	2712.9118144210547	2690.8537127449854	--undefined--	--undefined--	
Be_09	2	i:	398.6093721464229	490.5657723392322	406.9395261052986	2396.304514956749	736.9576041226522	2399.5883437170132	2435.171294572535	2447.817096417496	--undefined--	2395.7942414203617	
Be_09	3	i:	359.34860387538214	336.81734068789984	363.39742321170695	367.35368327027464	341.46233685725235	2282.4060919918084	2278.768381066133	2237.319457450303	2323.8555249066358	2555.5611499677293	
Be_09	4	A:	592.4467960129277	852.9000082392154	738.7555099932049	783.3620487557743	795.741292970453	2128.806069257786	2112.6107361449517	2291.488288068218	2321.271879757155	2422.996750052337	
Be_09	5	E	1859.0232905883145	1740.3412429296527	393.54720954901643	353.62385692417763	308.65962004950916	--undefined--	--undefined--	2656.4094648746423	2728.6558519782184	2731.298621557786	
Be_09	6	e:	523.0575567709856	417.648955781034	961.7978172125992	732.3328130415008	713.6107693223688	--undefined--	2355.6582152662145	--undefined--	2025.4632547975907	1883.875636977137	
Be_09	7	o:	392.4947331321001	365.55032937993906	380.86751098393347	434.75181893421217	535.0611895657092	2392.1111003885853	2357.767706135233	2365.65525821639	2681.601216730614	--undefined--	
Be_09	8	a	711.3859448195491	859.810635404163	824.8115282888688	901.4947207505401	817.5651291293154	2313.5674810103783	--undefined--	--undefined--	2753.757654090277	--undefined--	
Be_09	9	e:	459.13634571633537	743.9723855560244	768.2303153600759	756.0053547581484	749.1612947627468	1719.4443501250357	1740.060572951384	2035.0178115889591	1970.2464620181122	1709.0935941470366	
Be_09	10	U	349.9877586849266	346.2302436457952	348.5951917463338	398.56511277126106	330.44258061701237	1863.486925206875	2292.370528736121	2231.9908401853027	--undefined--	2584.9333360743826	
Be_09	11	u0	510.5291401058915	529.2471647367781	462.6227234285289	560.7008361709906	422.8790654138101	--undefined--	--undefined--	2356.0750777442645	--undefined--	2237.694021428449	
Be_09	12	A:	729.1703897377471	802.0169841129763	794.1543502571477	935.5222224338005	818.9328498887953	2318.071785912871	2330.417456756023	--undefined--	946.0922449288358	1853.2163085418292	
Be_09	13	e:	419.7566316650413	475.7964990969825	524.4242987182878	478.60729295506695	361.1229089111532	2440.3015134887846	2365.0595637502283	2307.7669908200724	2085.7284493065504	1984.922611356309	
Be_09	14	o:	398.8144560623776	434.1206517831185	443.35679273098015	440.32159523702427	511.20164893155135	2564.301072465118	2604.6278691536595	2614.7949057418596	2632.134664536129	--undefined--	
Be_09	15	i:	468.54869984340326	376.5344403364641	357.7785307125398	256.79529992722377	303.7790436029144	2514.078393056957	2302.044271052758	2548.485846413496	2277.0004544133712	2455.9142969060695	
Be_09	16	e:	640.1019389795505	713.0156991398594	667.4033548557324	1317.7051958005673	393.4306245372536	2328.9004577875016	2367.2309774852283	2467.4212799796587	--undefined--	2093.810475078778	
Be_09	17	E:	805.1983259252551	814.6435403066146	854.8948222737271	810.8023717239106	819.9739464398997	2358.2895503915656	2360.0236803987113	2385.4265904254253	2440.106597837862	2444.301074058432	
Be_09	18	o:	495.5992851206643	654.585207396108	681.2502850926539	570.1854622093096	454.1920264303329	2379.2485709875714	--undefined--	--undefined--	--undefined--	--undefined--	
Be_09	19	ael	2044.8054245541812	899.572006583379	1449.1487769537566	1341.229405530929	1300.2766401389479	--undefined--	2215.4273208191225	--undefined--	--undefined--	--undefined--	
Be_09	20	a	843.1010097852081	799.923477544351	821.601202073674	988.022812003212	900.315244332525	2341.4153553801866	2187.738916092715	--undefined--	--undefined--	--undefined--	
Be_09	21	a	451.30911322316064	820.6063746892372	805.6094120863387	746.4648095822602	764.8466970091431	2178.204606580652	--undefined--	2863.751410647708	--undefined--	--undefined--	
Be_09	22	A:	768.2135011025885	774.4428400360255	773.1818384747172	766.7214557756194	704.675260036598	2275.359393480753	2278.1594013353697	2252.880637646256	2241.232946198309	2446.316629833922	
Be_09	23	e:	370.1120560156885	363.81289708461264	347.31719857921513	362.57064058554414	680.1774570908242	2395.402736108813	2371.672093584376	2341.736151873052	2349.470413499141	--undefined--	
Be_10	0	e:	767.9067395848463	812.6416942860252	818.1855174385248	798.6608304824258	840.5263283286716	2088.292583701587	2170.984736604704	2174.6293035803315	2153.5209641821366	1979.380166804372	
Be_10	1	Y	534.7880017608156	463.6885647719466	401.50594738493305	359.2457712692772	336.5511658561344	2625.957705684934	2685.5615234172374	2503.6799508869785	2380.7713436543613	2470.5842945666964	
Be_10	2	o:	689.7078111237657	577.5334482047583	671.296025480541	632.3397711728316	565.1960613591765	--undefined--	2190.0459454457596	--undefined--	2160.825107652449	2297.7625188822767	
Be_10	3	e	484.0489673458262	514.275915549308	499.0105390205878	521.5805189228304	570.5112092275534	2584.8493894495214	2584.5188673305843	2552.951673251627	2510.251752327665	2442.429774351468	
Be_10	4	a	779.27297082824	784.4852482561922	865.1015848365792	791.6412126150938	818.4872949381905	--undefined--	--undefined--	2510.975523332039	2443.9911431756805	--undefined--	
Be_10	5	A:	536.340681681138	727.5551959912742	719.0740541572604	709.0551416740756	709.928518268326	2129.4208671444057	2290.491886843995	2352.280789320223	2367.4829143389943	2404.845052803861	
Be_10	6	U	678.5976435134472	651.4557113186427	705.6679875849744	693.2226109828739	708.9757853785005	2830.77404092379	2714.086385283821	--undefined--	--undefined--	--undefined--	
Be_10	7	A:	846.375176175157	798.8591117299378	945.6373859994316	915.4648635478353	802.5575782353592	--undefined--	2130.196794071059	2065.571456903421	--undefined--	2500.7798908290924	
Be_10	8	A:	809.786647011365	710.628675185984	732.7795509180542	761.3391191051436	869.9648676304296	--undefined--	2744.8301158289387	2812.050159016121	2546.973881426257	2544.82454005984	
Be_10	9	e:	334.32075436742883	351.01666126841127	363.0826053114067	372.7179651953459	443.0371132461645	2433.6007887943024	2325.1802339188184	2372.409887892707	2422.2332109043346	2369.0865025174435	
Be_10	10	U	1411.6404302434444	267.28528980488113	135.66353712555332	603.4809641704715	626.8181713012123	--undefined--	1362.6900225464503	1284.6751684207363	1309.699707359368	1555.1367413383255	
Be_10	11	2	520.935401716114	566.7137838226436	717.615355461666	851.5570024011408	875.8054850827411	2511.3032576403816	--undefined--	--undefined--	--undefined--	--undefined--	
Be_10	12	Y	366.2008764112876	372.28075307603234	378.3757249494977	378.5042394908506	370.527109367185	2420.798029136759	2373.905693615416	2342.4817138120748	2279.4002307897517	2451.353165597546	
Be_10	13	A:	426.01708274906696	677.8652475162916	768.3947996277833	906.7739561193008	770.4171315162861	2676.740076562493	2327.0415353466387	2260.664242434765	2390.351327175326	2544.9805542852882	
Be_10	14	o:	359.893483341143	391.7852675128946	399.9940637427433	412.3511167130541	372.96497606902994	1972.4983380219985	2131.3466226105397	2303.4831360878975	--undefined--	2525.6588849593413	
Be_10	15	A:	584.8232374367309	625.2781704357262	641.0159902461118	641.9480362225293	627.1141415140385	2616.1564472611753	2442.24674368351	2444.5751434284857	2390.4978256056797	2410.0098066837836	
Be_10	16	oe	614.9825006980216	949.3839580370227	512.2169411798351	540.164420624983	679.9234863057739	2397.801601543195	--undefined--	2368.4898559333096	2190.2696253668582	2161.381491298903	
Be_10	17	i:	1829.55416346321	287.99116493149177	279.73015203151436	2204.9140082411436	2148.3448778604507	--undefined--	2537.3113784444267	2139.803838332176	--undefined--	--undefined--	
Be_10	18	A:	861.2383678747402	825.5037760374967	787.0008592719422	903.6954940072352	891.2527381008048	2092.69305928665	2216.430344178673	2480.402494606048	--undefined--	--undefined--	
Be_10	19	o:	451.81330585647606	628.4396641880068	606.4372107695778	693.6462452355643	682.6169453746414	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_10	20	A:	747.5401762111196	768.1781486242277	735.5975066600905	790.4024962087332	893.4434026739124	--undefined--	2525.5604938831566	--undefined--	--undefined--	--undefined--	
Be_10	21	A:	720.4091121271991	789.4096875354289	777.0906779094706	902.9404923964855	788.2038535781218	2256.6031655894085	2266.6239380439592	2244.2744334192553	2188.579538430814	2146.838902694376	
Be_10	22	E	683.5418238457202	741.4485050173682	676.0808970692201	674.6846424475333	615.1190650087682	2428.042555040717	2494.3306182257393	2488.0914414032527	2383.6571882185444	2401.0665376008074	
Be_10	23	e:	738.9379279409807	878.4884134087296	733.361153763051	799.0845281401091	855.2040417190364	2317.7255259101116	--undefined--	2207.7029448167114	2245.205968992333	--undefined--	
Be_10	24	a	829.9831483086044	872.4822993108107	869.618769977293	876.5555864404934	883.0081917115626	--undefined--	--undefined--	2478.8748452622185	2693.7524754713645	--undefined--	
Be_10	25	u:	551.449329129188	538.3118594295524	558.3116837833159	760.176673717744	854.7226365988122	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_10	26	o:	570.2970070945765	677.3658760623258	648.2124402261	603.2314015258482	614.4969376565529	2502.0797145382767	2511.308857007069	2551.437100026034	2483.157535237411	2449.1661705588076	
Be_10	27	e	316.5851993621543	352.60677398089325	438.8357235470072	530.7198501496044	691.9906129573765	2395.654301577281	2345.9142617812913	2283.585129148272	2426.2525477555632	2291.398785798356	
Be_10	28	A:	774.6045454468333	800.4203018998477	793.6233530605442	775.3038277972651	709.6368107736631	2291.718492443706	2311.6688945607298	2795.117632680535	2363.6922745404854	2362.513371540467	
Be_10	29	e:	1373.549655193065	442.7962040345257	634.6188966538135	701.2168297012807	838.5105743055839	--undefined--	2563.4358769328473	2665.861125242036	2466.4560342878553	--undefined--	
Be_10	30	U	968.7318635763904	965.7584626584991	1056.078892278988	895.7512152002521	736.3868154855678	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_10	31	}:	929.0603394906519	729.808196937559	633.208499137128	600.2514532718864	542.9359194496069	--undefined--	--undefined--	2223.7135504633397	2036.0849799164773	1904.8198455519127	
Be_10	32	e:	1408.870347946877	1430.0373218304753	1451.2042957140975	1390.3279683091414	1325.4119411392446	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
Be_10	33	i:	431.14485126449273	386.7039214738921	328.1371838937309	2419.3316402388477	271.9779551476415	2460.2176581387903	2361.621800042166	2451.7880986210434	--undefined--	2436.7293501915865	
Be_10	34	i:	409.94349869987536	435.90491490743915	404.82409568722653	382.402041485547	368.6091361355136	2491.2445720885094	2526.6301273294207	2419.1547358310263	2411.258842598176	2526.450932979304	
Be_10	35	a	849.9386502325391	868.5934970477781	780.0304029719275	700.0376110610724	720.6422828202975	2306.811532560882	2466.1979049321276	--undefined--	2437.130599757541	--undefined--	
Be_10	36	u0	1925.6936805012283	995.8270380724207	1200.416686897714	660.5993027700384	606.572542120475	--undefined--	1877.6314816158	--undefined--	1763.9669169775411	1673.5688928286982	
Be_10	37	a	742.9735460250093	839.8631052370002	746.7061727546418	758.5401058247937	805.7931933569804	2085.3499129550455	1902.2783154973022	1876.9329856368006	1886.673242759233	1726.676466027943	
Be_10	38	e:	294.047115617262	577.1262208394778	772.8219647626486	812.6194472086002	738.3397522439988	2323.3919631378617	2405.407409622633	2443.705221969604	2052.928302006878	2115.8179110569235	
Be_10	39	E:	702.1839251598219	810.5898559226004	890.7411940256543	902.075688959554	915.3821377702501	--undefined--	2713.7237415867858	2633.6041389208926	2694.8702183406795	2742.4222712913133	
Be_10	40	A:	692.6100640890595	696.8686396006407	692.7478498266121	686.8731801856466	688.9473947632873	2421.245933523874	2456.5029651934583	2405.388321694097	2350.836994885004	2356.1114130490914	
Be_10	41	e	645.7403536531605	703.7183587728083	676.2941318375098	644.6550126562067	672.540646169484	2548.3889342964194	--undefined--	--undefined--	2378.2649337413022	--undefined--	
Be_10	42	e:	736.7755871120522	776.0802427047885	773.0260742551521	715.4828475537206	692.7873873661964	2361.9845226079997	2263.9077088765107	2275.7243349037917	2346.3274889980053	2484.701068953479	
JP_01	0	i:	720.9098708326571	374.32987489441217	1171.1900486873349	313.5623184425998	358.64986009861	1839.2054101712854	1863.2461507244532	--undefined--	1876.9296568789453	1880.688597893007	
JP_01	1	A:	676.833607729082	774.9249326485132	692.4727801953094	783.2430547909439	863.2257673866704	--undefined--	--undefined--	1661.731292989984	1699.0122146888057	1768.565254172542	
JP_01	2	A:	881.9684545304207	996.2920956554785	981.7936528042663	848.1145977045322	744.0991968960692	1634.2577297247801	1569.1716898673171	1565.7731816151756	1672.429566836614	1720.0438934288816	
JP_01	3	2	588.095522738267	605.7377336738337	597.0109638111812	539.9002653371146	477.5850098862393	1739.7949942439502	1748.9331322492146	1770.2610563711123	1771.472300860363	1777.8170229415518	
JP_01	4	o:	587.6215762118683	581.0082303749127	581.8094398212928	555.3900567919105	532.8306893628909	1809.802226699737	1764.6293064267732	1785.3992479270241	1755.472834124237	1815.6697351820212	
JP_01	5	A:	662.5293954392441	751.3476444312786	760.5686279998821	751.9058983896214	695.680830366432	2266.536269466227	2558.452306145917	2411.5010412338647	2344.575607860533	2328.366948188388	
JP_01	6	a	817.0391464841127	807.2947993169685	834.7648184478624	809.7243816322009	742.0407934997717	1630.4878031381015	1634.674990373848	1694.4314187354116	1707.380840215943	1739.0504886431113	
JP_01	7	a	669.2022068254411	616.2085690353441	568.1638461230164	539.8593425637409	600.8314470337757	--undefined--	--undefined--	2304.517197313169	--undefined--	--undefined--	
JP_01	8	o:	561.0547488692365	603.0395822066096	656.00162039324	618.1656428555704	758.0508158209824	--undefined--	2647.973712024101	--undefined--	--undefined--	--undefined--	
JP_02	0	a	877.2696313881073	874.4117023967787	827.0691913182887	724.1385804321376	640.0121679062971	2187.1208276337193	1787.0830645198555	1826.5080609514457	1987.0461636186117	2438.1434609585335	
JP_02	1	e	627.508810277825	632.4986822349551	629.524532903057	1191.8442441261636	1146.2108611290444	1712.6322672161086	1792.681711613731	1852.1254042671865	--undefined--	--undefined--	
JP_02	2	E	736.4559622073789	1305.3276582219103	1022.2428784487488	820.8711431422645	817.3766999816439	1650.2514325043373	--undefined--	1208.4948845147094	1248.8353289681495	1258.3805767920526	
JP_02	3	A:	937.400891083321	992.3456496857133	1053.9389723867291	1062.4343227429745	969.9537227873074	2931.4511644230406	--undefined--	--undefined--	--undefined--	--undefined--	
JP_02	4	i:	1270.81718840792	1392.8362724265644	825.2108157673451	432.6290302813198	438.82158623203264	--undefined--	--undefined--	1610.1862588397992	1598.8234580927135	1578.0822106174523	
JP_02	5	i:	471.7630567141025	494.95064201795424	489.89029963172794	489.71327579176733	475.7512383854791	1963.476873712057	2098.9156119383674	2108.9709088735076	2100.837934572101	2106.2691714146304	
JP_02	6	i:	388.69027965135825	753.4622619395296	276.26780728869113	410.57294935612555	411.7173552746107	1732.5832459932758	1726.3083749292903	1771.0852276328183	1789.317842842838	1829.6353476489398	
JP_02	7	A:	650.953476332072	702.6701141200838	709.5279741629555	727.8903193667683	798.4721392210147	2051.5896369577763	1768.6258489840077	2002.6223189316145	--undefined--	--undefined--	
JP_02	8	A:	1056.2212854926522	1006.2278016296722	920.4969097858825	893.6238785821621	777.4108571320658	1871.962338422276	1904.5937803276875	1876.7243394191273	1875.5499963198456	1862.9549625455938	
JP_02	9	2	653.3910205676535	796.8885516419027	892.4014245852782	749.9450507028155	666.1434470443328	1646.2333139256682	1677.6945716400026	1704.7496763419879	1654.521965263701	1731.3399757141678	
JP_02	10	e:	1319.5933567623385	1514.1908493107462	1529.1118646439486	1540.1608393434199	1537.801420930184	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_02	11	o:	452.68691871006524	1220.7530237951153	542.5845721885903	173.46767614111974	--undefined--	1788.6878692601451	--undefined--	--undefined--	1943.5928591180727	--undefined--	
JP_02	12	A:	706.9382336900674	665.931643525408	708.2120490837058	708.3785869381957	696.7847716998446	--undefined--	--undefined--	--undefined--	--undefined--	2240.2300279900774	
